category,rating,name,phone,location,address
"Food Trucks,Waffles,American (Traditional)",5.0,Big C Waffles,(919) 797-7576,"35.8710814,-78.7158441",Serving Durham and the Surrounding Area
"Tex-Mex,Bars,Mexican",3.5,Flying Burrito,(919) 785-2734,"precise_search_35.7174966,-79.1788772","4800 Grove Barton Rd Raleigh, NC 27613"
Mexican,3.5,Fiesta Mexicana Garner,(919) 772-5498,"35.1505845,-79.4175803","5131 Nc Hwy 42 Garner, NC 27529"
Thai,4.0,Thai Orchid Restaurant,(910) 944-9299,"35.7027115,-78.7929745","1404 N Sandhills Blvd Aberdeen, NC 28315"
"Japanese,Sushi Bars",4.0,Genki Restaurant & Sushi Bar,(919) 363-6636,"35.7901556663343,-78.6595404291254","3420 Ten Ten Rd Cary, NC 27518"
"Japanese,Sushi Bars",4.5,Ajisai Japanese Fusion,(919) 831-9907,"35.6530655,-78.8239676","427 Woodburn Rd Raleigh, NC 27605"
"Pubs,American (Traditional),Burgers",3.0,Bass Lake Draft House,(919) 567-3251,"35.8467462,-78.8874115","124 Bass Lake Rd Holly Springs, NC 27540"
"Tex-Mex,Juice Bars & Smoothies,New Mexican Cuisine",3.0,Chuy’s,(919) 388-7455,"36.0589557170765,-79.887472204864","1035 Parkside Main St Cary, NC 27519"
"Mediterranean,Egyptian,Seafood",4.5,Chef Samir Shaltout,(336) 852-9707,"36.1230731076606,-78.6891623593134","4212 A W Wendover Ave Greensboro, NC 27407"
"Southern,Fish & Chips",4.0,Tj’s Fish And Chicken,(919) 529-2352,"36.075945943594,-79.8909755051136","609 N Durham Ave Creedmoor, NC 27522"
"Mediterranean,Halal,American (Traditional)",4.5,Sarah’s Kabob Shop,(336) 355-9260,"35.8203104,-78.8224808","5553 W Market St Greensboro, NC 27409"
"Pizza,Italian,Cocktail Bars",4.0,Paolo’s On 54,(919) 678-9030,"precise_search_35.7174966,-79.1788772","101 Keybridge Dr Morrisville, NC 27560"
"Pizza,Salad,Sandwiches",4.0,ACME Pizza Co,(984) 225-1536,"35.3158932,-78.6297506","204 Village Walk Dr Holly Springs, NC 27540"
"Coffee & Tea,Breakfast & Brunch",5.0,The Morning Jump Coffee Company,(910) 920-3932,"35.9098609,-79.0649665","106 S Bragg Blvd Spring Lake, NC 28390"
Barbeque,3.5,White Swan Bar-B-Que & Fried Chicken,(919) 894-4446,"35.378602,-78.540356","105 N Honeycutt St Benson, NC 27504"
"American (Traditional),Cheesesteaks,Burgers",4.0,Hwy 55 Burgers Shakes & Fries,(919) 304-5300,"35.727463,-79.463669","1336 Mebane Oaks Rd Mebane, NC 27302"
Steakhouses,4.0,Main Street South Steakhouse,(336) 498-1300,"35.6410629898894,-78.8401382296387","615 S Main St Randleman, NC 27317"
"Steakhouses,Seafood",3.5,Southern Prime Steakhouse,(910) 693-0123,"35.1670453,-78.9728022","270 SW Broad St Southern Pines, NC 28387"
Mexican,4.5,Tienda Loma Bonita,(919) 663-4009,"precise_search_35.7174966,-79.1788772","214 Martin Luther King Jr Blvd Siler City, NC 27344"
"Burgers,Breakfast & Brunch,American (Traditional)",4.0,Barry’s Cafe,(919) 859-3555,"36.0665113,-79.2711894","2851 Jones Franklin Rd Raleigh, NC 27606"
Japanese,4.0,Yamato Japanese House of Steak,(910) 892-3378,"35.8084719,-79.8034075","1903 W Cumberland St Dunn, NC 28334"
"Southern,Breakfast & Brunch",3.5,Crook’s Corner,(919) 929-7643,"35.1729182,-79.3944112","610 W Franklin St Chapel Hill, NC 27516"
"Bars,Steakhouses",4.0,Sullivan’s Steakhouse,(919) 833-2888,"35.9077499,-78.5898258","410 Glenwood Ave Raleigh, NC 27603"
"American (Traditional),Pubs",4.0,River Pub,(919) 900-8302,"35.8260949340397,-78.7709085856665","10940 Raven Ridge Rd Raleigh, NC 27614"
"American (New),Pizza,Sandwiches",4.0,Ruckus Pizza,(919) 677-3999,"35.907084,-79.959387","2025 Renaissance Park Pl Cary, NC 27513"
"Mexican,Seafood",3.5,Cabo Grill,(336) 803-4038,"36.0064489,-78.9481166","10210 N Main St Archdale, NC 27263"
Mexican,4.0,Don Marcelo’s,(919) 237-1116,"35.9139617,-79.0545033","2816 Erwin Rd Durham, NC 27705"
"American (Traditional),Bars,Burgers",4.0,R & R Grill,(919) 240-4411,"35.705177,-79.817381","137 E Franklin St Chapel Hill, NC 27514"
Italian,3.5,Positano,(336) 628-4701,"35.6848299534073,-78.6062945184542","130 S Church St Asheboro, NC 27203"
"Japanese,Sushi Bars,Chinese",4.0,Hibachi China 88,(984) 202-5880,"35.8999920824885,-78.6823936842697","239 Timber Dr Garner, NC 27529"
"Pizza,Sports Bars,Burgers",4.0,Chow Pizza Bar,(919) 841-4995,"35.8996287285436,-78.653164937082","8311 Creedmoor Rd Raleigh, NC 27613"
"Chinese,Thai,Malaysian",4.0,Ni Asian Kitchen,(919) 916-5106,"precise_search_35.7174966,-79.1788772","8817 Six Forks Rd Raleigh, NC 27615"
"Italian,Bars,Seafood",4.0,Luigi’s Italian Restaurant,(910) 864-1810,"36.07518,-79.488777","528 N McPherson Church Rd Fayetteville, NC 28303"
"Chicken Wings,Burgers,Sandwiches",3.5,Fire Pit Wings & Burgers,(336) 438-1585,"35.7771027517741,-78.6381538805309","406 Huffman Mill Rd Burlington, NC 27215"
Burgers,4.0,Chuck’s,(919) 322-0126,"35.7754203,-78.6372253","237 S Wilmington St Raleigh, NC 27601"
"Italian,Bars,American (New)",4.0,Oak City Meatball Shoppe,(919) 714-9014,"35.7792689,-78.6384148","180 E Davie St Raleigh, NC 27601"
"Mexican,Breakfast & Brunch,Gluten-Free",4.0,Centro,(919) 835-3593,"35.1661009078373,-79.4063630327582","106 S Wilmington St Raleigh, NC 27601"
Japanese,4.0,Makoto Japanese Cuisine,(910) 692-0581,"35.843880137055,-78.8882066941956","1150 Old US Hwy S Southern Pines, NC 28387"
"Pizza,Salad,Sandwiches",4.0,Uncle Maddio’s Pizza Joint,(919) 234-6447,"35.0659295,-78.897693","7157 O'Kelly Chapel Rd Cary, NC 27519"
"Vietnamese,Juice Bars & Smoothies,Soup",4.5,Saigon Bistro,(910) 920-3578,"35.091105,-79.01018","1040 Bragg Blvd Fayetteville, NC 28301"
"Cafes,Delis,Breakfast & Brunch",4.5,A Taste of New York- Deli N Cafe,(910) 835-3032,"35.91013,-79.066189","346 N Reilly Rd Fayetteville, NC 28303"
"Food Trucks,Mexican",4.5,City Bus,,"precise_search_35.7174966,-79.1788772","412 E Main St Carrboro, NC 27516"
American (Traditional),4.0,Aggie’s Grill Station,(919) 790-6688,"35.8806489198704,-78.8500235806324","3027-101 Capital Blvd Raleigh, NC 27604"
"Coffee & Tea,Sandwiches",5.0,Crossroads Coffee,(910) 245-4504,"35.784842,-78.780842","133 Main St Vass, NC 28394"
"Vegetarian,Gluten-Free",4.0,Sage Vegetarian Café,(919) 968-9266,"35.822145,-78.591549","1129 Weaver Dairy Rd Chapel Hill, NC 27514"
"Indian,Vegan",4.0,Cholanad,(800) 246-5262,"35.255943,-79.280802","308 W Franklin St Chapel Hill, NC 27516"
"Southern,American (New),Breakfast & Brunch",3.5,Verandah,(919) 307-7070,"35.9626465,-79.0537614","301 S Academy St Cary, NC 27511"
"Bars,American (New),Caterers",4.0,Bedford Bistro and Bar,(919) 720-4482,"35.9117474,-79.0601652","3607 Falls River Ave Raleigh, NC 27614"
"American (New),Tapas/Small Plates,Wine Bars",4.5,Taste,(919) 322-0568,"precise_search_35.7174966,-79.1788772","3048 Medlin Dr Raleigh, NC 27607"
"Lebanese,Mediterranean,Vegetarian",4.0,Tarbouch,(919) 239-4408,"35.9298503397603,-78.564833313624","5645 Creedmoor Rd Raleigh, NC 27612"
Pizza,4.0,Randy’s Pizza,(919) 941-7755,"35.8098945617676,-78.6766815185547","5311 S Miami Blvd Durham, NC 27703"
Barbeque,4.0,Smithfield’s Chicken n Bar-B-Q,(919) 773-0774,"35.8592839,-78.6821766","5180 Nc Hwy 42 W Garner, NC 27529"
"Indian,Salad,Gluten-Free",4.0,Vimala’s Curryblossom Cafe,(919) 929-3833,"36.1197122,-78.686276","431 W Franklin St Chapel Hill, NC 27516"
"Mexican,Salad,Bars",4.0,El Corral,(919) 528-6100,"35.7056381,-78.7967538","406 N Main St Creedmoor, NC 27522"
Mexican,4.0,3 Amigos of Cary,(919) 355-2237,"36.0696263,-79.4005759","3470 Kildaire Farm Rd Cary, NC 27518"
"Cocktail Bars,American (New)",3.5,The Verdict On the Square,(336) 270-3198,"35.9296912,-78.5645897","28 NW Court Square Graham, NC 27253"
"Italian,Sandwiches,Bakeries",4.5,Cafe Buongiorno’s,(919) 896-7459,"35.8309291,-78.7704528","3607 Falls River Ave Raleigh, NC 27614"
Salad,4.5,Giardino Gourmet Salads,(984) 664-3030,"35.9088471,-78.7843673","821 Bass Pro Ln Cary, NC 27513"
Italian,3.5,Positalia,(919) 908-8094,"35.8171403,-78.6924274","8211 Brier Creek Pkwy Raleigh, NC 27617"
Mexican,4.0,Chubby’s Tacos,(919) 916-1116,"36.1453486,-79.8690645","2444 Wycliff Rd Raleigh, NC 27607"
"American (New),Salad",3.5,Tessa Farm to Fork,(336) 763-1256,"35.5664733,-79.463118","3929 Battleground Ave Greensboro, NC 27410"
Restaurants,4.5,Crossroads Grill,(919) 837-2418,"precise_search_35.7174966,-79.1788772","9981 Siler City Glendon Rd Bear Creek, NC 27207"
Thai,4.5,Thai Chiang Mai,(336) 869-0908,"35.8070399,-78.7301684","500-C Americhase Dr Greensboro, NC 27409"
"Asian Fusion,Chinese,Sushi Bars",3.5,Spring Rolls,(919) 803-1118,"35.9015101,-78.682446","5433 Wade Park Blvd Raleigh, NC 27607"
"Coffee & Tea,Sandwiches,Soup",4.5,Despina’s Cafe,(919) 848-5007,"35.8370246887207,-78.6798324584961","8369 Creedmoor Rd Raleigh, NC 27613"
"Mexican,Seafood",4.0,San Marcos Mexican Restaurant,(919) 803-4393,"36.0282383381862,-79.9697572998509","5300 Homewood Banks Dr Raleigh, NC 27612"
"Gastropubs,American (New)",4.0,Rixster Grill,(336) 883-3900,"35.398677,-78.816681","2520 Eastchester Dr High Point, NC 27265"
"American (Traditional),Delis",3.5,Sweet Magnolias,(910) 814-3850,"35.6629606,-78.847521","9 W Front St Lillington, NC 27546"
Dinner Theater,2.5,AMC Dine-In Holly Springs 9,(919) 285-0580,"35.7825205,-78.3695323","320 Grand Hill Pl Holly Springs, NC 27540"
"Fast Food,Burgers,American (Traditional)",4.5,Aubreys and Peedies Grill,(919) 365-5528,"35.6975868259513,-78.5827229981476","38 N Main St Wendell, NC 27591"
"Salad,Pizza,Fast Food",3.5,Blaze Fast-Fire’d Pizza,(919) 772-1021,"35.7914384,-78.7656813","140 Cabela Dr. Garner, NC 27529"
"Indian,Chinese",4.5,Biryani Xprx Express,(919) 377-1801,"precise_search_35.7174966,-79.1788772","748 E Chatham St Cary, NC 27511"
"Pizza,American (Traditional)",4.0,George’s Family Restaurant,(919) 603-3760,"36.2949992716312,-78.601632937789","104 E Industry Dr Oxford, NC 27565"
"Bars,American (Traditional)",4.0,Hurricane Janes,(336) 622-5007,"35.8653029286226,-79.5709274647778","161 S Greensboro St Liberty, NC 27298"
Mexican,4.5,Mi Barrio,(919) 957-9069,"35.8391944339907,-78.6120915412903","5023 Wake Forest Rd Wake Forest, NC 27587"
Seafood,3.0,Huey’s Restaurant & Oyster Bar,(919) 563-6731,"36.0929795,-79.2503897","7601 US 70 Mebane, NC 27302"
"Sandwiches,Steakhouses",4.0,Philly Steak Factory,(919) 490-9753,"35.9546612345134,-78.9959249264615","5410 New Hope Commons Dr Durham, NC 27709"
"American (Traditional),Burgers,Bars",3.5,Jack’s Burger Bar,(336) 394-4945,"36.331866,-79.665028","2009 S Scales St Reidsville, NC 27320"
"Mongolian,Food Trucks",4.0,Mr. Mongolian,(919) 747-1730,"precise_search_35.7174966,-79.1788772","3726 Mayfair St Durham, NC 27707"
"Sports Bars,Pizza,Salad",3.5,Buffalo Brothers,(919) 803-1939,"35.688137,-78.580837","7245 White Oak Rd Garner, NC 27529"
Restaurants,3.5,Blake’s Restaurant,(910) 974-7503,"35.3032449,-79.731813","127 Hillview St Candor, NC 27229"
"American (Traditional),Burgers,Sandwiches",3.0,Lillington Sports Zone,(910) 514-9600,"35.415214,-78.798952","320 E Cornelius Harnett Blvd Lillington, NC 27546"
"Barbeque,Sports Bars,Chicken Wings",4.0,Mac’s Speed Shop,(910) 354-2590,"35.73192,-79.467463","482 N McPherson Church Rd Fayetteville, NC 28303"
Seafood,4.0,Fish Fry,(910) 893-9476,"36.0685897,-79.827863","1001 S Main St Lillington, NC 27546"
"Southern,Sandwiches",3.5,Brownie-Lu Restaurant,(919) 663-3913,"36.1357223,-79.8594676","919 N 2nd Ave Siler City, NC 27344"
American (New),4.0,Fishbones,(336) 370-4900,"35.8563152,-78.840447","2119 Walker Ave Greensboro, NC 27403"
"Burgers,Barbeque",4.5,Big Burger Spot,(336) 617-3777,"35.7238929,-79.464363","3750 A Battleground Ave Greensboro, NC 27410"
"Breakfast & Brunch,Sandwiches,American (Traditional)",4.0,The Brunch Box,(919) 380-7276,"35.9049920623535,-78.944743887305","10970 Chapel Hill Rd Morrisville, NC 27560"
Cafes,5.0,Courtyard Coffee & Soda Cafe,(919) 663-2152,"35.7885533,-78.5865602","223 N Chatham Ave Siler City, NC 27344"
"Burgers,Sandwiches,Wine Bars",3.5,Zinburger Wine & Burger Bar,(919) 293-1726,"35.313206,-78.620071","8030 Renaissance Pkwy Durham, NC 27713"
Caribbean,4.0,Jamaican Jerk Masters,(919) 803-7407,"precise_search_35.7174966,-79.1788772","3110 New Bern Ave Raleigh, NC 27610"
"Buffets,Barbeque",4.0,Fred Chason’s Grandsons,(910) 304-1271,"35.0749341222711,-78.9534723758698","1008 W Cumberland St Dunn, NC 28334"
"Steakhouses,American (Traditional)",3.5,Brass Lantern Steak House,(910) 892-6309,"35.9055984981172,-78.7845755018524","515 Springbranch Rd Dunn, NC 28334"
"Sushi Bars,Thai",3.5,Champa Thai & Sushi Restaurant,(919) 806-0078,"35.8045749,-78.6464119","8521 Brier Creek Pkwy Raleigh, NC 27617"
"American (Traditional),Desserts",4.0,Hayes Barton Café & Dessertery,(919) 856-8551,"35.7774488,-78.6380257","2000 Fairview Rd Raleigh, NC 27608"
"American (New),Venues & Event Spaces,Bars",3.5,Trophy Tap + Table,(919) 424-7817,"36.0250922,-78.4750818","225 S Wilmington St Raleigh, NC 27601"
Delis,4.5,Charron’s Deli,(919) 569-2147,"35.9631765,-78.9076094","133 E Main St Youngsville, NC 27596"
"Southern,Soul Food",4.5,Chicken Hut,(919) 682-5697,"35.9139627,-79.0543046","3019 Fayetteville St Durham, NC 27707"
Shanghainese,3.5,Shanghai Dumplings,(919) 914-6737,"35.9932826,-78.8981331","143 E Franklin St Chapel Hill, NC 27514"
"Cuban,Sandwiches",4.0,Old Havana Sandwich Shop,(919) 667-9525,"36.07099,-79.4025208","310 E Main St Durham, NC 27701"
Mexican,4.5,El Palmar,(336) 226-9050,"36.2722758743153,-79.0518919544791","203 W Harden St Graham, NC 27253"
American (Traditional),4.5,Flat River Cafe,(336) 364-8800,"precise_search_35.7174966,-79.1788772","9580 Hurdle Mills Rd Hurdle Mills, NC 27541"
American (Traditional),4.5,Coach’s Cheeseburgers & Cheesesteaks,(336) 626-3330,"35.9647847,-78.9572917","421 Nc Hwy 49 S Asheboro, NC 27203"
"Burgers,Sports Bars,American (Traditional)",3.0,Cleveland Draft House - Garner,(919) 771-2337,"35.6887214,-79.8109239","6101 Nc Hwy 42 W Garner, NC 27529"
"Barbeque,Seafood,Sandwiches",4.0,White Swan Bar-B-Q & Fried Chicken,(919) 934-8913,"35.602463,-78.576994","3198 S Brightleaf Blvd Smithfield, NC 27577"
Mexican,4.5,El Burrito Mexican Restaurant II,(910) 491-0938,"35.4761363,-78.378509","150 Andrews Rd Fayetteville, NC 28311"
"Mediterranean,Sandwiches,Cafes",4.0,Saladelia Cafe,(919) 489-5776,"35.1586681,-78.8710407","4201 University Dr Durham, NC 27707"
"Korean,Diners",4.0,Kimbap,(919) 900-8053,"35.788608,-78.640168","111 Seaboard Ave Raleigh, NC 27604"
"Diners,Breakfast & Brunch",4.0,Elmo’s Diner,(919) 416-3823,"36.010425,-78.9217529","776 9th St Durham, NC 27705"
Barbeque,5.0,Mel’s BBQ,(919) 872-7855,"35.8458862304688,-78.5127334594727","5008 Forestville Rd Raleigh, NC 27616"
"Italian,Desserts,Cocktail Bars",4.0,Bellini Fine Italian Cuisine,(919) 552-0303,"precise_search_35.7174966,-79.1788772","107 Edinburgh S Dr Cary, NC 27511"
"Asian Fusion,Gluten-Free,Bars",4.0,Goji Bistro,(919) 466-8888,"35.7868196,-78.810403","100 Maynard Crossing Ct Cary, NC 27513"
Pizza,4.0,Sticks & Stones Clay Oven Pizza,(336) 275-0220,"35.794086,-78.8454013","2200 Walker Ave Greensboro, NC 27403"
Indian,4.0,Aarusuvai Flavors,(919) 847-1984,"35.7225267,-79.4637676","9650 Strickland Rd Raleigh, NC 27615"
"Coffee & Tea,Breakfast & Brunch,Juice Bars & Smoothies",4.0,Cafe Carrboro,(919) 929-0445,"36.1743436,-79.9916594","401 E Main St Carrboro, NC 27510"
"Sports Bars,American (Traditional),Pizza",4.0,Mattie B’s Public House,(919) 401-8600,"35.2562684,-79.2822491","1125 W Nc Hwy 54 Durham, NC 27707"
"Burgers,Gluten-Free,Fast Food",4.0,Burger 21,(919) 462-0900,"35.9519633331644,-78.5378231853247","14220 Bradford Green Sq Cary, NC 27513"
"Desserts,Burgers,Sandwiches",4.0,Hometown Grill,(919) 742-2233,"35.1632421,-78.9724938","113 W Raleigh St Siler City, NC 27344"
"Coffee & Tea,Breakfast & Brunch,American (New)",4.5,Bistro 150,(336) 643-6359,"35.9107358,-79.0666051","2205 Oak Ridge Rd Oak Ridge, NC 27310"
Pizza,4.5,Bob’s Pizza,(910) 692-3483,"precise_search_35.7174966,-79.1788772","US 1 Hwy N Vass, NC 28394"
"Diners,Breakfast & Brunch,American (Traditional)",4.0,Grandma’s Diner,(919) 556-9600,"36.069081,-79.8283545","11216 Capital Blvd Wake Forest, NC 27587"
Mexican,4.0,El Tucan Mexican Restaurant,(910) 436-4613,"35.9037117,-78.6560016","250 S Bragg Blvd Spring Lake, NC 28390"
"American (New),Breakfast & Brunch",4.0,Fairview Dining Room,(919) 493-6699,"35.3963957,-79.5327245","3001 Cameron Blvd Durham, NC 27705"
Restaurants,4.5,Midway Grill & Convenience,(910) 948-3620,"35.794194,-78.689656","10548 Nc 24 27 Hwy Robbins, NC 27325"
"Mediterranean,Desserts,Sandwiches",4.0,Al Baraka Grill,(919) 758-8118,"35.6973587399537,-78.5863547518981","3815 Hillsborough St Raleigh, NC 27607"
"Burgers,American (Traditional)",3.0,Red Robin Gourmet Burgers,,"35.343644,-79.41458","10 Cabela Dr Garner, NC 27529"
American (Traditional),3.5,Ronnie’s Chuckwagon,(910) 947-5435,"36.102723,-79.522905","306 Monroe St Carthage, NC 28327"
"Tex-Mex,Mexican",4.0,The Mission - Tacos for the South,(336) 603-6548,"36.1415201009768,-78.5769648291412","961 Burlington Ave Gibsonville, NC 27249"
Pizza,4.0,Wilton Pizzeria,(919) 529-2299,"35.9528713,-78.9897029","3596 Nc 56 Creedmoor, NC 27522"
"Sandwiches,Fast Food,Chicken Shop",4.0,PDQ - Durham,(919) 436-3753,"36.0890836,-79.8214224","3301 Watkins Rd Durham, NC 27707"
"American (New),French",4.0,Print Works Bistro,(336) 379-0699,"35.7871034117088,-78.7805688396784","702 Green Valley Rd Greensboro, NC 27408"
"Coffee & Tea,Bars,Sandwiches",4.5,BREW,(919) 400-5473,"precise_search_35.7174966,-79.1788772","122 E Chatham St Cary, NC 27511"
Cafes,4.0,The Pharmacy Cafe,(919) 977-3805,"35.7949851,-78.7071854","702 N Person St Raleigh, NC 27604"
"Food Trucks,Mexican",5.0,Grandotes Taco Grill,(919) 306-1656,"35.7448197,-79.224245","1025 Blue Ridge Rd Raleigh, NC 27607"
"Bars,Pizza,American (Traditional)",4.0,RedZ Bar & Grill,(308) 424-1211,"35.4650291,-79.1541388","1333 Ctr Ave Mitchell, NE 69357"
"Sandwiches,Pizza",4.0,Bubba’s Subs and Pizza,(919) 774-4438,"35.8711462126417,-78.5787916890415","1932 S Horner Blvd Sanford, NC 27330"
Chinese,4.5,Fu Kee Express,(919) 872-2661,"35.2654848,-79.5824712","6320 Capital Blvd Raleigh, NC 27616"
"Pizza,Italian,American (Traditional)",4.5,Seven Lakes Pizza Kitchen,(910) 673-0017,"35.82736,-78.771589","1070 7 Lakes Dr West End, NC 27376"
"Hot Dogs,Burgers,American (Traditional)",4.0,BurgerFi,(919) 659-8700,"35.9243439,-78.8441198","2052 Renaissance Park Pl Cary, NC 27513"
"Greek,Food Trucks",4.0,Gussy’s Place,(984) 439-8455,"35.5154259,-78.7415969","2945 S Miami Blvd Durham, NC 27703"
Mexican,4.0,Mi Casita,(919) 331-2418,"35.9493931,-78.5318414","559 N Raleigh St Angier, NC 27501"
"Cuban,Puerto Rican,Dominican",4.0,Tropical Picken Chicken,(919) 435-6812,"precise_search_35.7174966,-79.1788772","109 Capcom Ave Wake Forest, NC 27587"
"Bars,Pizza",4.0,Clockwork,(919) 307-3215,"35.9018353,-78.8891917","519 W North St Raleigh, NC 27603"
"Peruvian,Fast Food,Latin American",4.5,Cariokos Rotisserie Chicken,(919) 755-5727,"35.6039599,-78.4286607","1601-43 Cross Link Rd Raleigh, NC 27610"
"Pizza,Bars,American (Traditional)",3.5,Lynnwood Grill & Brewing Concern,(919) 785-0043,"35.6399011,-78.8396522","4821 Grove Barton Rd Raleigh, NC 27613"
American (New),4.0,Rufus’ Restaurant,,"35.914216,-79.053932","1977 N Main St Goldston, NC 27252"
American (Traditional),4.5,Newks,(910) 764-7722,"35.7848403486604,-78.6469893940296","745 Cross Creek Mall Fayetteville, NC 28303"
Italian,4.0,Casa Carbone Ristorante Italiano,(919) 781-8750,"35.072285,-78.960733","6019 Glenwood Ave Raleigh, NC 27612"
"Delis,Polish",4.5,Halgo European Deli & Grocery,(919) 321-2014,"precise_search_35.7174966,-79.1788772","4520 S Alston Ave Durham, NC 27713"
"Pizza,Salad,Italian",4.0,Venero’s Pizzeria,(919) 553-0761,"35.7551257345025,-78.6150889031105","9973 US Hwy 70 W Clayton, NC 27520"
"Chinese,Beer, Wine & Spirits",4.0,China Uno,(919) 557-9888,"35.8704474,-78.7173494","308 Village Walk Dr Holly Springs, NC 27540"
"Drugstores,Burgers,Sandwiches",4.5,Sutton’s Drug Store,(919) 942-5161,"35.593542,-79.32869","159 E Franklin St Chapel Hill, NC 27514"
"Bakeries,Breakfast & Brunch",4.5,The Bakehouse,(910) 944-9204,"35.839461,-79.564734","120 N Poplar St Aberdeen, NC 28315"
Asian Fusion,4.5,Basil Continental & Oriental Cuisine,,"35.9297903,-79.0335479","766 S Greensboro St Liberty, NC 27298"
"Tex-Mex,Mexican",4.0,Cerritos Cantina,(919) 929-6566,"35.889885,-78.897827","1502 E Franklin St Chapel Hill, NC 27514"
"Breakfast & Brunch,Greek,Mexican",4.0,Benetis,(919) 806-0313,"35.9118202,-78.8919288","5410 Nc Hwy 55 Durham, NC 27713"
"Sushi Bars,Japanese",4.0,Sansui Sushi Bar & Grill,(919) 361-8078,"35.7237843470981,-78.8483619690676","4325 Hwy 55 Durham, NC 27713"
"Chicken Wings,Bars,Barbeque",4.0,Apex Wings,(919) 387-0082,"35.956193,-78.956087","518 E Williams St Apex, NC 27502"
"Sandwiches,Breakfast & Brunch,Salad",4.0,Bull Street Gourmet & Market,(919) 237-2398,"36.093665,-79.4362979","3710 Shannon Rd Durham, NC 27707"
"Italian,American (Traditional)",5.0,Valerio’s Italian Restaurant,(336) 585-3090,"35.2618747,-79.5837136","120 E Front St Burlington, NC 27215"
Southern,4.0,GreeneBow’s,(910) 673-0112,"35.8077617,-78.7290377","4375 Nc Hwy 211 Seven Lakes, NC 27376"
"Sandwiches,Breakfast & Brunch",4.5,Wade Park Cafe,(919) 859-5220,"precise_search_35.7174966,-79.1788772","5430 Wade Park Blvd Raleigh, NC 27607"
Mexican,4.0,Chubby’s Tacos,(919) 286-4499,"35.6689898,-78.6703363","748 9th St Durham, NC 27705"
American (New),4.0,Tavern on the Green Eagle Ridge,(919) 977-8094,"36.0696692447357,-79.7907376661897","565 Competition Rd Raleigh, NC 27603"
"Mediterranean,Delis,Middle Eastern",4.5,Jerusalem Market On Elm,(336) 279-7025,"35.8275563581887,-78.7716293334961","310 S Elm St Greensboro, NC 27401"
Seafood,3.5,Bonefish Grill,(919) 677-1347,"35.7759185,-78.6385616","2060 Renaissance Park Pl Cary, NC 27513"
"Japanese,Sushi Bars",4.0,Sono Sushi Restaurant Bar,(919) 521-5328,"35.7445922,-78.7609419","319 Fayetteville St Raleigh, NC 27601"
Szechuan,3.5,Szechuan Taste,(919) 706-5862,"35.5041408,-78.7411594","6404 Tryon Rd Cary, NC 27518"
Mexican,4.5,Fiesta Tacos,(919) 639-5533,"35.8388716546782,-78.6773314825256","205 S Raleigh St Angier, NC 27501"
"Steakhouses,Wine Bars,Seafood",4.0,Fleming’s Prime Steakhouse & Wine Bar,(919) 571-6200,"35.8214685,-78.6298346","4325 Glenwood Ave Raleigh, NC 27612"
"Salad,Sandwiches,Breakfast & Brunch",4.5,Gorilla Grill,(919) 803-0488,"35.7799118994465,-78.6448489014933","210 E Six Forks Rd Raleigh, NC 27609"
"American (Traditional),Pubs",4.0,Flying Saucer Draught Emporium,(919) 821-7401,"precise_search_35.7174966,-79.1788772","328 W Morgan St Raleigh, NC 27601"
"Burgers,Hot Dogs",4.5,Jones Lunch,(919) 553-7528,"36.0690220839132,-79.5087657496333","415 E Main St Clayton, NC 27520"
American (Traditional),4.5,B. Christopher’s,(336) 274-5900,"35.844265,-78.842484","201 N Elm St Greensboro, NC 27401"
"American (New),Southern",3.5,Piedmont Restaurant,(919) 683-1213,"35.9995394,-78.9017796","401 Foster St Durham, NC 27701"
Mexican,4.0,Tacos Mexico Restaurant,(919) 362-8074,"35.9916184733105,-78.8677630573511","209 E Williams St Apex, NC 27502"
Seafood,3.5,Dry Dock Seafood Restaurant,(919) 742-2177,"35.6499972,-78.4561564","408 N 2nd Ave Siler City, NC 27344"
Gluten-Free,3.5,Primal Food & Spirits,(919) 248-3000,"36.0737753940228,-79.7905750572681","202 W Hwy 54 Durham, NC 27713"
"Seafood,Salad,Chicken Wings",4.5,Sam’s Southern Eatery,(919) 237-1570,"precise_search_35.7174966,-79.1788772","910 N Miami Blvd Durham, NC 27703"
"Thai,Salad,Soup",4.0,Thai Blues,(336) 350-8922,"35.726694,-78.851643","3275 S Church St Burlington, NC 27215"
"Mexican,Seafood,Tex-Mex",4.0,San Marcos Mexican Restaurant,(336) 538-2708,"35.726994,-79.4637434","3111 Waltham Blvd Burlington, NC 27215"
"Mexican,Food Trucks",4.5,Taco’s Esmerelda,(919) 395-6238,"35.9110368,-78.9375428","905 Church St Morrisville, NC 27560"
Mexican,4.0,Tonali,(919) 489-8000,"35.912021,-79.8095139","3642 Shannon Rd Durham, NC 27707"
"Breakfast & Brunch,Sandwiches,American (New)",4.5,Frank & Larry’s Drive In,(336) 674-9177,"35.6633683,-78.7006838","5624 Randleman Rd Randleman, NC 27317"
Chinese,4.5,China Won,(919) 662-9799,"35.32125,-78.63531","8109 Fayetteville Rd Raleigh, NC 27603"
"Barbeque,Southern",4.0,Smithfield’s Chicken’n Bar-B-Q,(910) 892-2693,"35.9124714,-79.7089718","2102 W Cumberland St Dunn, NC 28334"
